SR,NR,TR,VR,SUR1,SUR2,SUR3,UR,FR,OR,RR,BR,MR,CR,Amphibian
15000.0,2.0,1.0,2.0,2.0,1.0,10.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,Common newt
1700.0,1.0,1.0,3.0,9.0,6.0,2.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,Green frogs
1700.0,1.0,1.0,3.0,9.0,6.0,2.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,Brown frogs
1700.0,1.0,1.0,3.0,9.0,6.0,2.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,Common toad
1700.0,1.0,1.0,3.0,9.0,6.0,2.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,Tree frog
1700.0,1.0,1.0,3.0,9.0,6.0,2.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,Common newt
2500.0,2.0,1.0,3.0,2.0,6.0,10.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,Green frogs
2500.0,2.0,1.0,3.0,2.0,6.0,10.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,Brown frogs
2500.0,2.0,1.0,3.0,2.0,6.0,10.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,Common toad
2500.0,2.0,1.0,3.0,2.0,6.0,10.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,Fire-bellied toad
2500.0,2.0,1.0,3.0,2.0,6.0,10.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,Common newt
2400.0,1.0,1.0,2.0,2.0,10.0,1.0,0.0,1.0,100.0,1.0,1.0,0.0,1.0,Green frogs
2400.0,1.0,1.0,2.0,2.0,10.0,1.0,0.0,1.0,100.0,1.0,1.0,0.0,1.0,Brown frogs
2400.0,1.0,1.0,2.0,2.0,10.0,1.0,0.0,1.0,100.0,1.0,1.0,0.0,1.0,Common toad
2400.0,1.0,1.0,2.0,2.0,10.0,1.0,0.0,1.0,100.0,1.0,1.0,0.0,1.0,Tree frog
2400.0,1.0,1.0,2.0,2.0,10.0,1.0,0.0,1.0,100.0,1.0,1.0,0.0,1.0,Common newt
300.0,1.0,12.0,3.0,2.0,10.0,1.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Green frogs
300.0,1.0,12.0,3.0,2.0,10.0,1.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Brown frogs
300.0,1.0,12.0,3.0,2.0,10.0,1.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Common toad
300.0,1.0,12.0,3.0,2.0,10.0,1.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Fire-bellied toad
300.0,1.0,12.0,3.0,2.0,10.0,1.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Tree frog
2600.0,2.0,1.0,2.0,9.0,2.0,6.0,3.0,2.0,50.0,0.0,1.0,0.0,1.0,Green frogs
2600.0,2.0,1.0,2.0,9.0,2.0,6.0,3.0,2.0,50.0,0.0,1.0,0.0,1.0,Brown frogs
2600.0,2.0,1.0,2.0,9.0,2.0,6.0,3.0,2.0,50.0,0.0,1.0,0.0,1.0,Common toad
600.0,1.0,1.0,4.0,9.0,2.0,10.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,Brown frogs
600.0,1.0,1.0,4.0,9.0,2.0,10.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,Fire-bellied toad
2000.0,1.0,1.0,3.0,9.0,2.0,6.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,Green frogs
2000.0,1.0,1.0,3.0,9.0,2.0,6.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,Brown frogs
2000.0,1.0,1.0,3.0,9.0,2.0,6.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,Common toad
26000.0,3.0,1.0,1.0,1.0,2.0,10.0,3.0,4.0,100.0,1.0,2.0,0.0,1.0,Green frogs
26000.0,3.0,1.0,1.0,1.0,2.0,10.0,3.0,4.0,100.0,1.0,2.0,0.0,1.0,Brown frogs
26000.0,3.0,1.0,1.0,1.0,2.0,10.0,3.0,4.0,100.0,1.0,2.0,0.0,1.0,Common toad
26000.0,3.0,1.0,1.0,1.0,2.0,10.0,3.0,4.0,100.0,1.0,2.0,0.0,1.0,Fire-bellied toad
26000.0,3.0,1.0,1.0,1.0,2.0,10.0,3.0,4.0,100.0,1.0,2.0,0.0,1.0,Tree frog
26000.0,3.0,1.0,1.0,1.0,2.0,10.0,3.0,4.0,100.0,1.0,2.0,0.0,1.0,Common newt
350.0,1.0,1.0,0.0,2.0,1.0,10.0,3.0,3.0,100.0,1.0,1.0,0.0,1.0,Green frogs
350.0,1.0,1.0,0.0,2.0,1.0,10.0,3.0,3.0,100.0,1.0,1.0,0.0,1.0,Brown frogs
350.0,1.0,1.0,0.0,2.0,1.0,10.0,3.0,3.0,100.0,1.0,1.0,0.0,1.0,Common toad
350.0,1.0,1.0,0.0,2.0,1.0,10.0,3.0,3.0,100.0,1.0,1.0,0.0,1.0,Fire-bellied toad
350.0,1.0,1.0,0.0,2.0,1.0,10.0,3.0,3.0,100.0,1.0,1.0,0.0,1.0,Tree frog
350.0,1.0,1.0,0.0,2.0,1.0,10.0,3.0,3.0,100.0,1.0,1.0,0.0,1.0,Common newt
200.0,1.0,1.0,3.0,2.0,6.0,5.0,0.0,0.0,50.0,1.0,1.0,1.0,2.0,Green frogs
200.0,1.0,1.0,3.0,2.0,6.0,5.0,0.0,0.0,50.0,1.0,1.0,1.0,2.0,Brown frogs
200.0,1.0,1.0,3.0,2.0,6.0,5.0,0.0,0.0,50.0,1.0,1.0,1.0,2.0,Common toad
2300.0,1.0,1.0,2.0,1.0,1.0,6.0,0.0,0.0,100.0,2.0,1.0,0.0,1.0,Green frogs
2300.0,1.0,1.0,2.0,1.0,1.0,6.0,0.0,0.0,100.0,2.0,1.0,0.0,1.0,Brown frogs
2300.0,1.0,1.0,2.0,1.0,1.0,6.0,0.0,0.0,100.0,2.0,1.0,0.0,1.0,Common toad
2300.0,1.0,1.0,2.0,1.0,1.0,6.0,0.0,0.0,100.0,2.0,1.0,0.0,1.0,Tree frog
2300.0,1.0,1.0,2.0,1.0,1.0,6.0,0.0,0.0,100.0,2.0,1.0,0.0,1.0,Common newt
300.0,1.0,15.0,1.0,1.0,1.0,6.0,0.0,0.0,100.0,1.0,1.0,2.0,1.0,Brown frogs
600.0,1.0,5.0,2.0,6.0,6.0,10.0,3.0,2.0,100.0,2.0,2.0,0.0,1.0,Green frogs
600.0,1.0,5.0,2.0,6.0,6.0,10.0,3.0,2.0,100.0,2.0,2.0,0.0,1.0,Brown frogs
600.0,1.0,5.0,2.0,6.0,6.0,10.0,3.0,2.0,100.0,2.0,2.0,0.0,1.0,Common toad
600.0,1.0,5.0,2.0,6.0,6.0,10.0,3.0,2.0,100.0,2.0,2.0,0.0,1.0,Fire-bellied toad
600.0,1.0,5.0,2.0,6.0,6.0,10.0,3.0,2.0,100.0,2.0,2.0,0.0,1.0,Tree frog
600.0,1.0,5.0,2.0,6.0,6.0,10.0,3.0,2.0,100.0,2.0,2.0,0.0,1.0,Common newt
300.0,1.0,12.0,3.0,1.0,2.0,10.0,0.0,0.0,100.0,1.0,2.0,0.0,1.0,Brown frogs
1400.0,1.0,1.0,1.0,1.0,2.0,10.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Green frogs
1400.0,1.0,1.0,1.0,1.0,2.0,10.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Brown frogs
1400.0,1.0,1.0,1.0,1.0,2.0,10.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Common toad
1400.0,1.0,1.0,1.0,1.0,2.0,10.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Fire-bellied toad
1400.0,1.0,1.0,1.0,1.0,2.0,10.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Tree frog
1400.0,1.0,1.0,1.0,1.0,2.0,10.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Common newt
3000.0,1.0,1.0,3.0,2.0,10.0,1.0,0.0,0.0,100.0,5.0,2.0,0.0,1.0,Green frogs
3000.0,1.0,1.0,3.0,2.0,10.0,1.0,0.0,0.0,100.0,5.0,2.0,0.0,1.0,Brown frogs
3000.0,1.0,1.0,3.0,2.0,10.0,1.0,0.0,0.0,100.0,5.0,2.0,0.0,1.0,Common toad
3000.0,1.0,1.0,3.0,2.0,10.0,1.0,0.0,0.0,100.0,5.0,2.0,0.0,1.0,Fire-bellied toad
3000.0,1.0,1.0,3.0,2.0,10.0,1.0,0.0,0.0,100.0,5.0,2.0,0.0,1.0,Tree frog
3000.0,1.0,1.0,3.0,2.0,10.0,1.0,0.0,0.0,100.0,5.0,2.0,0.0,1.0,Common newt
300.0,1.0,15.0,1.0,1.0,1.0,10.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Brown frogs
2300.0,1.0,1.0,1.0,2.0,6.0,10.0,3.0,3.0,50.0,1.0,0.0,0.0,1.0,Green frogs
2300.0,1.0,1.0,1.0,2.0,6.0,10.0,3.0,3.0,50.0,1.0,0.0,0.0,1.0,Brown frogs
2300.0,1.0,1.0,1.0,2.0,6.0,10.0,3.0,3.0,50.0,1.0,0.0,0.0,1.0,Common toad
2300.0,1.0,1.0,1.0,2.0,6.0,10.0,3.0,3.0,50.0,1.0,0.0,0.0,1.0,Tree frog
2600.0,1.0,1.0,2.0,2.0,10.0,6.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,Green frogs
2600.0,1.0,1.0,2.0,2.0,10.0,6.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,Brown frogs
2600.0,1.0,1.0,2.0,2.0,10.0,6.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,Common toad
2600.0,1.0,1.0,2.0,2.0,10.0,6.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,Tree frog
300.0,1.0,14.0,1.0,2.0,7.0,10.0,0.0,0.0,100.0,2.0,0.0,0.0,1.0,Brown frogs
300.0,1.0,14.0,1.0,2.0,7.0,10.0,0.0,0.0,100.0,2.0,0.0,0.0,1.0,Common toad
300.0,1.0,14.0,1.0,2.0,7.0,10.0,0.0,0.0,100.0,2.0,0.0,0.0,1.0,Fire-bellied toad
300.0,1.0,1.0,3.0,6.0,2.0,9.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,Green frogs
300.0,1.0,1.0,3.0,6.0,2.0,9.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,Brown frogs
300.0,1.0,1.0,3.0,6.0,2.0,9.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,Common toad
300.0,1.0,1.0,3.0,6.0,2.0,9.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,Fire-bellied toad
300.0,1.0,1.0,3.0,6.0,2.0,9.0,0.0,0.0,25.0,0.0,0.0,0.0,1.0,Tree frog
22000.0,1.0,1.0,4.0,6.0,9.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,Green frogs
22000.0,1.0,1.0,4.0,6.0,9.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,Brown frogs
22000.0,1.0,1.0,4.0,6.0,9.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,Common toad
22000.0,1.0,1.0,4.0,6.0,9.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,Fire-bellied toad
22000.0,1.0,1.0,4.0,6.0,9.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,Tree frog
300.0,1.0,12.0,3.0,10.0,2.0,1.0,0.0,0.0,100.0,2.0,0.0,0.0,1.0,Brown frogs
300.0,1.0,12.0,4.0,1.0,10.0,2.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Brown frogs
1000.0,2.0,1.0,3.0,2.0,6.0,1.0,0.0,0.0,100.0,0.0,1.0,0.0,1.0,Green frogs
1000.0,2.0,1.0,3.0,2.0,6.0,1.0,0.0,0.0,100.0,0.0,1.0,0.0,1.0,Brown frogs
1000.0,2.0,1.0,3.0,2.0,6.0,1.0,0.0,0.0,100.0,0.0,1.0,0.0,1.0,Common toad
1000.0,2.0,1.0,3.0,2.0,6.0,1.0,0.0,0.0,100.0,0.0,1.0,0.0,1.0,Fire-bellied toad
1000.0,2.0,1.0,3.0,2.0,6.0,1.0,0.0,0.0,100.0,0.0,1.0,0.0,1.0,Tree frog
1000.0,2.0,1.0,3.0,2.0,6.0,1.0,0.0,0.0,100.0,0.0,1.0,0.0,1.0,Common newt
1000.0,2.0,1.0,3.0,2.0,6.0,1.0,0.0,0.0,100.0,0.0,1.0,0.0,1.0,Great crested newt
300.0,1.0,15.0,1.0,1.0,1.0,9.0,0.0,0.0,100.0,0.0,1.0,0.0,1.0,Brown frogs
300.0,1.0,15.0,1.0,1.0,1.0,10.0,0.0,0.0,100.0,9.0,5.0,0.0,1.0,Brown frogs
1100.0,2.0,1.0,3.0,2.0,6.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,Brown frogs
1100.0,2.0,1.0,3.0,2.0,6.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,Common toad
1100.0,2.0,1.0,3.0,2.0,6.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,Fire-bellied toad
1100.0,2.0,1.0,3.0,2.0,6.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,Tree frog
1100.0,2.0,1.0,3.0,2.0,6.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,Common newt
1100.0,2.0,1.0,3.0,2.0,6.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,Great crested newt
200.0,1.0,1.0,1.0,6.0,6.0,2.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,Brown frogs
200.0,1.0,1.0,1.0,6.0,6.0,2.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,Common toad
200.0,1.0,1.0,1.0,6.0,6.0,2.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,Fire-bellied toad
200.0,1.0,1.0,1.0,6.0,6.0,2.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,Tree frog
200.0,1.0,1.0,1.0,6.0,6.0,2.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,Common newt
200.0,1.0,1.0,1.0,6.0,6.0,2.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,Great crested newt
1000.0,1.0,1.0,4.0,2.0,1.0,6.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Green frogs
1000.0,1.0,1.0,4.0,2.0,1.0,6.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Tree frog
300.0,1.0,14.0,2.0,2.0,9.0,7.0,0.0,0.0,75.0,0.0,2.0,0.0,1.0,Brown frogs
1000.0,1.0,14.0,2.0,7.0,1.0,9.0,0.0,0.0,75.0,1.0,2.0,0.0,1.0,Brown frogs
1100.0,1.0,5.0,0.0,2.0,1.0,10.0,3.0,3.0,100.0,5.0,1.0,0.0,2.0,
2500.0,1.0,1.0,4.0,2.0,6.0,7.0,0.0,0.0,100.0,5.0,1.0,0.0,1.0,Green frogs
2500.0,1.0,1.0,4.0,2.0,6.0,7.0,0.0,0.0,100.0,5.0,1.0,0.0,1.0,Brown frogs
2500.0,1.0,1.0,4.0,2.0,6.0,7.0,0.0,0.0,100.0,5.0,1.0,0.0,1.0,Common toad
2500.0,1.0,1.0,4.0,2.0,6.0,7.0,0.0,0.0,100.0,5.0,1.0,0.0,1.0,Tree frog
2500.0,1.0,1.0,4.0,2.0,6.0,7.0,0.0,0.0,100.0,5.0,1.0,0.0,1.0,Common newt
4000.0,2.0,1.0,1.0,4.0,6.0,9.0,3.0,2.0,80.0,1.0,1.0,0.0,1.0,Green frogs
4000.0,2.0,1.0,1.0,4.0,6.0,9.0,3.0,2.0,80.0,1.0,1.0,0.0,1.0,Brown frogs
4000.0,2.0,1.0,1.0,4.0,6.0,9.0,3.0,2.0,80.0,1.0,1.0,0.0,1.0,Common toad
4000.0,2.0,1.0,1.0,4.0,6.0,9.0,3.0,2.0,80.0,1.0,1.0,0.0,1.0,Tree frog
4000.0,2.0,1.0,1.0,4.0,6.0,9.0,3.0,2.0,80.0,1.0,1.0,0.0,1.0,Common newt
4000.0,2.0,1.0,1.0,4.0,6.0,9.0,3.0,2.0,80.0,1.0,1.0,0.0,1.0,Great crested newt
200.0,1.0,12.0,3.0,10.0,1.0,6.0,0.0,0.0,100.0,1.0,2.0,0.0,1.0,Brown frogs
200.0,1.0,12.0,3.0,10.0,1.0,6.0,0.0,0.0,100.0,1.0,2.0,0.0,1.0,Common toad
350.0,1.0,1.0,0.0,2.0,6.0,10.0,1.0,3.0,100.0,1.0,1.0,0.0,1.0,Green frogs
350.0,1.0,1.0,0.0,2.0,6.0,10.0,1.0,3.0,100.0,1.0,1.0,0.0,1.0,Brown frogs
350.0,1.0,1.0,0.0,2.0,6.0,10.0,1.0,3.0,100.0,1.0,1.0,0.0,1.0,Common toad
4000.0,1.0,12.0,4.0,2.0,6.0,10.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Brown frogs
4000.0,1.0,12.0,4.0,2.0,6.0,10.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Common toad
2300.0,1.0,12.0,3.0,2.0,2.0,1.0,0.0,0.0,75.0,2.0,1.0,0.0,1.0,Brown frogs
300.0,1.0,14.0,2.0,7.0,10.0,2.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Green frogs
300.0,1.0,14.0,2.0,7.0,10.0,2.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Brown frogs
300.0,1.0,14.0,2.0,7.0,10.0,2.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Common toad
300.0,1.0,14.0,2.0,7.0,10.0,2.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Fire-bellied toad
300.0,1.0,14.0,2.0,7.0,10.0,2.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Common newt
500.0,1.0,1.0,4.0,1.0,10.0,2.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Green frogs
500.0,1.0,1.0,4.0,1.0,10.0,2.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Brown frogs
500.0,1.0,1.0,4.0,1.0,10.0,2.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Common toad
500.0,1.0,1.0,4.0,1.0,10.0,2.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Fire-bellied toad
500.0,1.0,1.0,4.0,1.0,10.0,2.0,0.0,0.0,100.0,5.0,5.0,0.0,1.0,Common newt
300.0,1.0,12.0,3.0,2.0,1.0,6.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,Brown frogs
300.0,1.0,12.0,3.0,2.0,1.0,6.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,Common toad
300.0,1.0,12.0,3.0,2.0,6.0,10.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Brown frogs
300.0,1.0,12.0,3.0,2.0,6.0,10.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,Common toad
